id,name,address,city,state,zipcode,phone,email,type,grades,latitude,longitude
5971,Nathan B. Young Elementary,14120 NW 24th Ave,Opa-locka,FL,33054,305-685-7204,,E,PK-5,25.90396,-80.23995
8211,Nathaniel Traz Powell Football Stadium,11380 NW 27th Ave,Miami-Dade,FL,33167,305-688-5490,,O,0,25.87227,-80.24712
3661,Natural Bridge Elementary,1650 NE 141st St,North Miami,FL,33181,305-891-8649,,E,PK-5,25.90551,-80.16542
0921,Neva King Cooper Educational Center,151 NW 5th St,Homestead,FL,33030,305-247-4307,,SPC,PK-12,25.47452,-80.48044
7777,New Opportunity Educational Center,6300 NW 27th Ave,Miami-Dade,FL,33147,(305)626-3877, ,,6-12,25.83249,-80.24169
7901,New World School of the Arts,25 NE 2nd St,Miami,FL,33132,305-237-3135,,S,9-12,25.77638,-80.19321
3701,Norland Elementary,19340 NW 8th Ct,Miami Gardens,FL,33169,305-652-6074,,E,PK-5,25.95185,-80.21636
6571,Norland Middle,1235 NW 192nd Ter,Miami Gardens,FL,33169,305-653-1210,,M,6-8,25.95095,-80.22267
0125,Norma Butler Bossard Elementary,15950 SW 144th St,Miami-Dade,FL,33196,305-254-5200,,E,PK-5,25.63201,-80.45261
0092,Norman S. Edelcup/Sunny Isles Beach K-8,201 182nd Dr,Sunny Isles Beach,FL,33160,305-933-6161,,E,K-8,25.94474,-80.12317
3741,North Beach Elementary,4100 Prairie Ave,Miami Beach,FL,33140,305-531-7666,,E,PK-5,25.81447,-80.13067
3821,North County K-8 Center,3250 NW 207th St,Miami Gardens,FL,33056,305-624-9648,,E,PK-8,25.964,-80.25479
5131,North Dade Center For Modern Languages Elementary,1840 NW 157th St,Miami Gardens,FL,33054,305-625-3885,,E,K-5,25.91635,-80.22964
6591,North Dade Center Middle,1840 NW 157th St,Miami Gardens,FL,33054,305-624-8415,,M,6-8,25.91677,-80.23161
3861,North Glade Elementary,5000 NW 177th St,Miami-Dade,FL,33055,305-624-3608,,E,PK-5,25.93388,-80.28294
3901,North Hialeah Elementary,4251 E 5th Ave,Hialeah,FL,33013,305-681-4611,,E,PK-5,25.86117,-80.27242
7592,North Miami Adult Education,13110 NE 8th Ave,North Miami,FL,33161,305-981-6774,,O,0,25.89694,-80.1833
7541,North Miami Beach Senior High,1247 NE 167th St,Miami-Dade,FL,33162,305-949-8381,,S,9-12,25.92969,-80.17532
3941,North Miami Elementary,655 NE 145th St,North Miami,FL,33161,305-949-0998,,E,PK-5,25.90889,-80.18619
6631,North Miami Middle,700 NE 137th St,North Miami,FL,33161,305-891-5611,,M,6-8,25.90056,-80.18458
7591,North Miami Senior High,13110 NE 8th Ave,North Miami,FL,33161,305-891-6590,,S,9-12,25.89694,-80.1833
8231,North Miami Stadium - Ronald L Book Athletic Stadium,2555 NE 151st St,North Miami,FL,33160,305-895-9840,,O,0,25.91648,-80.14872
9571,North Region Office,733 E 57th St,Hialeah,FL,33013,305-687-6565,,A,0,25.87494,-80.2683
3981,North Twin Lakes Elementary,625 W 74th Pl,Hialeah,FL,33014,305-822-0721,,E,PK-5,25.89026,-80.29628
4001,Norwood Elementary,19810 NW 14th Ct,Miami Gardens,FL,33169,305-653-0068,,E,PK-5,25.95577,-80.22747
4021,Oak Grove Elementary,15640 NE 8th Ave,Miami-Dade,FL,33162,305-945-1511,,E,PK-5,25.9188,-80.18412
4061,Ojus Elementary,18600 W Dixie Hwy,Miami-Dade,FL,33180,305-931-4881,,E,PK-5,25.94785,-80.14934
2521,Oliver Hoover Elementary,9050 Hammocks Blvd,Miami-Dade,FL,33196,305-385-4382,,E,PK-5,25.68163,-80.43632
2521,Oliver Hoover Elementary PLC-U,15700 SW 96th St,Miami-Dade,FL,33196,305-383-0915,,PLC,0,25.67673,-80.44975
4091,Olympia Heights Elementary,9797 SW 40th St,Miami-Dade,FL,33165,305-221-3821,,E,PK-5,25.73328,-80.35339
4171,Orchard Villa Elementary,5720 NW 13th Ave,Miami,FL,33142,305-754-0607,,E,PK-5,25.82778,-80.21905
8012,Pace Center for Girls,1400 NW 36th St,Miami-Dade,FL,33142,786-254-2460,,O,6-12,25.8094,-80.22019
4241,Palm Lakes Elementary,7450 W 16th Ave,Hialeah,FL,33014,305-823-6970,,E,PK-5,25.89043,-80.3163
4261,Palm Springs Elementary,6304 E 1st Ave,Hialeah,FL,33013,305-822-0911,,E,PK-5,25.88001,-80.28103
6681,Palm Springs Middle,1025 W 56th St,Hialeah,FL,33012,305-821-2460,,M,6-8,25.87382,-80.30521
4281,Palm Springs North Elementary,17615 NW 82nd Ave,Miami-Dade,FL,33015,305-821-4631,,E,PK-5,25.93463,-80.33397
4281,Palm Springs North Elementary PLC-X,17615 NW 82nd Ave,Miami-Dade,FL,33015,305-817-8910,,PLC,0,25.93463,-80.33397
4221,Palmetto Elementary,12401 SW 74th Ave,Pinecrest,FL,33156,305-238-4306,,E,PK-5,25.65493,-80.31385
6701,Palmetto Middle,7351 SW 128th St,Pinecrest,FL,33156,305-238-3911,,M,6-8,25.65233,-80.3126
4301,Parkview Elementary,17631 NW 20th Ave,Miami Gardens,FL,33056,305-625-1591,,E,PK-5,25.93554,-80.23444
8901,Parkway Educational Complex,2349 NW 175th St,Miami Gardens,FL,33056,305-624-9613,,O,0,25.93445,-80.23972
4341,Parkway Elementary,1320 NW 188th St,Miami Gardens,FL,33169,305-653-0066,,E,PK-5,25.94543,-80.22386
1441,Paul Laurence Dunbar K-8 Center,505 NW 20th St,Miami,FL,33127,305-573-2344,,E,PK-8,25.79642,-80.20341
6041,Paul W. Bell Middle,11800 NW 2nd St,Miami-Dade,FL,33182,305-220-2075,,M,6-8,25.76911,-80.38806
5931,Phillis Wheatley Elementary,1801 NW 1st Pl,Miami,FL,33136,305-573-2638,,E,PK-5,25.79353,-80.19817
3431,Phyllis Ruth Miller Elementary,840 NE 87th St,Miami,FL,33138,305-756-3800,,E,PK-5,25.85502,-80.18062
4441,Pine Lake Elementary,16700 SW 109th Ave,Miami-Dade,FL,33157,305-233-7018,,E,PK-5,25.61382,-80.37017
4461,Pine Villa Elementary,21799 SW 117th Ct,Miami-Dade,FL,33170,305-258-5366,,E,PK-5,25.56442,-80.38093
4421,Pinecrest Elementary,10250 SW 57th Ave,Pinecrest,FL,33156,305-667-5579,,E,PK-5,25.67619,-80.2848
4501,Poinciana Park Elementary,6745 NW 23rd Ave,Miami-Dade,FL,33147,305-691-5640,,E,PK-5,25.83601,-80.23487
6741,Ponce de Leon Middle,5801 Augusto St,Coral Gables,FL,33146,305-661-1611,,M,6-8,25.71643,-80.27195
9013,Pre-K Intervention,5555 SW 93rd Ave,Miami-Dade,FL,33165,305-271-5701,,SPC,PK,25.71688,-80.34454
4081,Primary Learning Center,"1500 Biscayne Blvd, #101",Miami,FL,33132,305-523-8390, ,,PK-4,25.78978,-80.18951
4541,Rainbow Park Elementary,15355 NW 19th Ave,Miami Gardens,FL,33054,305-688-4631,,E,PK-5,25.91464,-80.23187
4581,Redland Elementary,24501 SW 162nd Ave,Miami-Dade,FL,33031,305-247-8141,,E,PK-5,25.53914,-80.45319
6761,Redland Middle,16001 SW 248th St,Miami-Dade,FL,33031,305-247-6112,,M,6-8,25.53672,-80.45208
4611,Redondo Elementary,18480 SW 304th St,Homestead,FL,33030,305-247-5943,,E,PK-3,25.48335,-80.49146
6781,Richmond Heights Middle,15015 SW 103rd Ave,Miami-Dade,FL,33176,305-238-2316,,M,6-8,25.62968,-80.3596
4681,Riverside Elementary,1190 SW 2nd St,Miami,FL,33130,305-547-1520,,E,PK-5,25.7714,-80.21366
6801,Riviera Middle,10301 SW 48th St,Miami-Dade,FL,33165,305-226-4286,,M,6-8,25.72337,-80.36168
8911,Robert Morgan Educational Center and Technical College,18180 SW 122nd Ave,Miami-Dade,FL,33177,305-253-9920,,O,0,25.59915,-80.39007
7371,Robert Morgan Educational Center Senior High,18180 SW 122nd Ave,Miami-Dade,FL,33177,305-253-9920,,S,9-12,25.59915,-80.39007
8151,Robert Renick Education Center,2201 NW 207th St,Miami Gardens,FL,33056,305-624-1171,,SPC,PK-12,25.96501,-80.23892
3541,Robert Russa Moton Elementary,18050 Homestead Ave,Miami-Dade,FL,33157,305-235-3612,,E,K-5,25.60216,-80.35587
4721,Rockway Elementary,2790 SW 93rd Ct,Miami-Dade,FL,33165,305-221-1192,,E,PK-5,25.74404,-80.34637
6821,Rockway Middle,9393 SW 29th Ter,Miami-Dade,FL,33165,305-221-8212,,M,6-8,25.74247,-80.34768
7241,Ronald W. Reagan/Doral Senior High,8600 NW 107th Ave,Doral,FL,33178,305-805-1900,,S,9-12,25.85259,-80.37145
4741,Royal Green Elementary,13047 SW 47th St,Miami-Dade,FL,33175,305-221-4452,,E,PK-5,25.7223,-80.40551
4761,Royal Palm Elementary,4200 SW 112th Ct,Miami-Dade,FL,33165,305-221-7961,,E,PK-5,25.72923,-80.37667
6121,Ruben Dario Middle,350 NW 97th Ave,Miami-Dade,FL,33172,305-226-0179,,M,6-8,25.77154,-80.35436
0241,Ruth K. Broad/Bay Harbor K-8 Center,1155 93rd St,Bay Harbor Islands,FL,33154,305-865-7912,,E,PK-8,25.88414,-80.13211
8181,Ruth Owens Kruse Educational Center,11001 SW 76th St,Miami-Dade,FL,33173,305-270-8699,,SPC,PK-12,25.69832,-80.3729
4841,Santa Clara Elementary,1051 NW 29th Ter,Miami,FL,33127,305-635-1417,,E,PK-5,25.80463,-80.21255
9015,School Board Adm - Annex,1500 Biscayne Blvd,Miami,FL,33132,305-995-1106,,A,0,25.78977,-80.18951
9015,School Board Adm - Main Building,1450 NE 2nd Ave,Miami,FL,33132,305-995-1106,,A,0,25.78904,-80.19102
9015,School Board Adm -Garage,115 NE 15th St,Miami,FL,33132,305-995-4576,,A,0,25.79026,-80.19117
7551,School For Advanced Studies Homestead,500 College Ter,Homestead,FL,33030,305-237-5062,,S,11-12,25.47421,-80.47443
7061,School For Advanced Studies North,11380 NW 27th Ave,Miami-Dade,FL,33167,305-237-1089,,S,11-12,25.87793,-80.24566
7091,School For Advanced Studies South,11011 SW 104th St,Miami-Dade,FL,33176,305-237-0510,,S,11-12,25.67516,-80.37414
7261,School For Advanced Studies West,3800 NW 115th Ave,Doral,FL,33178,305-237-8000,,S,11-12,25.80833,-80.38456
7041,School For Advanced Studies Wolfson,25 NE 2nd St,Miami,FL,33132,305-237-7270,,S,11-12,25.77638,-80.19321
4881,Scott Lake Elementary,1160 NW 175th St,Miami Gardens,FL,33169,305-624-1443,,E,PK-5,25.93429,-80.22
4921,Seminole Elementary,121 SW 78th Pl,Miami-Dade,FL,33144,305-261-7071,,E,PK-5,25.76924,-80.32337
4961,Shadowlawn Elementary,149 NW 49th St,Miami,FL,33127,305-758-3673,,E,PK-5,25.82096,-80.19877
5001,Shenandoah Elementary,1023 SW 21st Ave,Miami,FL,33135,305-643-4433,,E,PK-5,25.76279,-80.22818
6841,Shenandoah Middle,1950 SW 19th St,Miami,FL,33145,305-856-8282,,M,6-8,25.75423,-80.227
5041,Silver Bluff Elementary,2609 SW 25th Ave,Miami,FL,33133,305-856-5197,,E,PK-5,25.74345,-80.23551
5121,Snapper Creek Elementary,10151 SW 64th St,Miami-Dade,FL,33173,305-271-2111,,E,PK-5,25.70893,-80.35788
5003,South Dade Middle,29100 SW 194th Ave,Miami-Dade,FL,33030,305-224-5200,,M,4-8,25.49602,-80.50638
7701,South Dade Senior High,28401 SW 167th Ave,Miami-Dade,FL,33030,305-247-4244,,S,9-12,25.50137,-80.46048
8981,South Dade Skill Center,28300 SW 152nd Ave,Miami-Dade,FL,33033,305-247-7839,,O,0,25.50385,-80.43736
7702,South Dade Technical College,109 NE 8th St,Homestead,FL,33030,305-248-5723,,O,0,25.47748,-80.47527
5201,South Hialeah Elementary,265 E 5th St,Hialeah,FL,33010,305-885-4556,,E,PK-5,25.82674,-80.27662
5281,South Miami Heights Elementary,12231 SW 190th Ter,Miami-Dade,FL,33177,305-238-6610,,E,PK-5,25.59033,-80.38958
5241,South Miami K-8 Center,6800 SW 60th St,South Miami,FL,33143,305-667-8847,,E,PK-8,25.71397,-80.30592
6881,South Miami Middle,6750 SW 60th St,South Miami,FL,33143,305-661-3481,,M,6-8,25.71445,-80.30351
7721,South Miami Senior High,6856 SW 53rd St,Miami-Dade,FL,33155,305-666-5871,,S,9-12,25.72074,-80.30529
9575,South Region Office,18180 SW 122nd Ave,Miami-Dade,FL,33177,305-252-3041,,A,0,25.59915,-80.39007
9575,South Region Office Annex,9040 SW 79th Ave,Miami-Dade,FL,33156,305-595-7022,,A,0,25.68584,-80.32358
5321,Southside Preparatory Academy,45 SW 13th St,Miami,FL,33130,305-371-3311,,E,PK-8,25.76188,-80.19444
7742,Southwest Miami Adult Center,8855 SW 50th Ter,Miami-Dade,FL,33165,305-274-0181,,O,0,25.72204,-80.33815
7741,Southwest Miami Senior High,8855 SW 50th Ter,Miami-Dade,FL,33165,305-274-0181,,S,9-12,25.72204,-80.33815
6861,Southwood Middle,16301 SW 80th Ave,Palmetto Bay,FL,33157,305-251-5361,,M,6-8,25.61952,-80.32207
2191,Spanish Lake Elementary,7940 NW 194th St,Miami-Dade,FL,33015,305-816-0300,,E,PK-5,25.94904,-80.3317
5361,Springview Elementary,1122 Bluebird Ave,Miami Springs,FL,33166,305-885-6466,,E,PK-5,25.83323,-80.30309
9181,Stores And Distribution Complex,7001 SW 4th St,Miami,FL,33144,786-275-0602,,A,0,25.7688,-80.30861
5401,Sunset Elementary,5120 SW 72nd St,Miami-Dade,FL,33143,305-661-8527,,E,PK-5,25.70438,-80.27566
5421,Sunset Park Elementary,10235 SW 84th St,Miami-Dade,FL,33173,305-279-3222,,E,PK-5,25.69141,-80.358
5431,Sweetwater Elementary,10655 SW 4th St,Sweetwater,FL,33174,305-559-1101,,E,PK-5,25.76537,-80.36735
5441,Sylvania Heights Elementary,5901 SW 16th St,West Miami,FL,33155,305-266-3511,,E,PK-5,25.75711,-80.29249
8016,TAP - Teenage Parent Program,2349 NW 175th St,Miami Gardens,FL,33056,305-626-3866,,E,PK,25.93445,-80.23972
7029,Terra Environmental Research Institute Senior High,11005 SW 84th St,Miami-Dade,FL,33173,305-412-5800,,S,9-12,25.69261,-80.37026
2531,Thena C. Crowder Early Childhood Diagnostic SP ED,757 NW 66th St,Miami,FL,33150,305-836-0012,,SPC,PK,25.83546,-80.20989
6281,Thomas Jefferson Biscayne Gardens K-8 Academy,525 NW 147th St,Miami-Dade,FL,33168,305-681-7481,,E,PK-8,25.90989,-80.20812
8021,Title I Migrant Education Program,28205 SW 125th Ave,Homestead,FL,33033,305-258-4115,,E,PK,25.50529,-80.39395
3051,Toussaint L'ouverture Elementary,120 NE 59th St,Miami,FL,33137,305-758-2600,,E,PK-5,25.82946,-80.19389
9230,Transportation Center Administrative Offices,15401 SW 117th Ave,Miami-Dade,FL,33177,305-234-3365,,A,0,25.62436,-80.38095
9231,Transportation Center Central East,7011 SW 4th St,Miami,FL,33144,305-227-1995,,A,0,25.76729,-80.3093
9237,Transportation Center Central West,13775 NW 6th St,Miami-Dade,FL,33182,305-227-1995,,A,0,25.77325,-80.41842
9239,Transportation Center John H Schee,2755 NW 122nd St,Miami-Dade,FL,33167,305-681-1576,,A,0,25.8861,-80.2439
9232,Transportation Center North,16150 NW 42nd Ave,Miami Gardens,FL,33054,305-625-9086,,A,0,25.9201,-80.2688
9234,Transportation Center Northeast,5901 NW 27th Ave,Miami-Dade,FL,33142,305-633-6909,,A,0,25.82918,-80.24076
9236,Transportation Center Northwest,9900 NW South River Drive,Medley,FL,33166,305-887-2383,,A,0,25.86323,-80.3373
9233,Transportation Center South,660 SW 3rd Ave,Florida City,FL,33034,305-248-3380,,A,0,25.44154,-80.47878
9235,Transportation Center Southwest,15501 SW 117th Ave,Miami-Dade,FL,33177,305-234-0046,,A,0,25.62386,-80.38072
9292,Transportation Center Vehicle Maintenance Office,11601 SW 160th St,Miami-Dade,FL,33177,305-234-0849,,A,0,25.62115,-80.38011
9292,Transportation Redland Vehicle Maintenance,24600 SW 159th Ave,Miami-Dade,FL,33031,(305) 248-4925,,A,0,25.53711,-80.44975
5481,Treasure Island Elementary,7540 E Treasure Dr,North Bay Village,FL,33141,305-865-3141,,E,PK-5,25.84661,-80.14668
5521,Tropical Elementary,4545 SW 104th Ave,Miami-Dade,FL,33165,305-221-0284,,E,PK-5,25.72534,-80.36307
5601,Twin Lakes Elementary,6735 W 5TH Pl,Hialeah,FL,33012,305-822-0770,,E,PK-5,25.88315,-80.29464
9271,Vacant Property,2780 NW 87th St,Miami-Dade,FL,33147,305-835-1000,,A,0,25.85278,-80.24482
0401,Van E. Blanton Elementary,10327 NW 11th Ave,Miami-Dade,FL,33150,305-696-9241,,E,PK-5,25.86971,-80.21576
5641,Village Green Elementary,12265 SW 34th St,Miami-Dade,FL,33175,305-226-0441,,E,PK-5,25.7373,-80.39231
5671,Vineland K-8 Center,8455 SW 119th St,Miami-Dade,FL,33156,305-238-7931,,E,PK-8,25.66016,-80.33141
2441,Virginia A. Boone/Highland Oaks Elementary,20500 NE 24th Ave,Miami-Dade,FL,33180,305-931-1770,,E,PK-5,25.96576,-80.15471
6901,W. R. Thomas Middle,13001 SW 26th St,Miami-Dade,FL,33175,305-995-3800,,M,6-8,25.74479,-80.40559
0561,W.J. Bryan Elementary,1201 NE 125th St,North Miami,FL,33161,305-891-0602,,E,PK-5,25.89129,-80.17346
3111,Wesley Matthews Elementary,12345 SW 18th Ter,Miami-Dade,FL,33175,305-222-8150,,E,PK-5,25.75133,-80.39594
2371,West Hialeah Gardens Elementary,11990 NW 92nd Ave,Hialeah Gardens,FL,33018,305-818-4000,,E,PK-5,25.88184,-80.34811
5791,West Homestead K-8 Center,1550 SW 6th St,Homestead,FL,33030,305-248-0812,,E,PK-8,25.46397,-80.49534
3001,West Lakes Preparatory Academy,8435 W 36th Ave ,Hialeah,FL,33018,305-826-6104,,E,PK-8,25.89957,-80.35524
6961,West Miami Middle,7525 SW 24th St,Miami-Dade,FL,33155,305-261-8383,,M,6-8,25.74851,-80.31812
7049,Westland Hialeah Senior High,4000 W 18th Ave,Hialeah,FL,33012,305-818-3000,,S,9-12,25.85792,-80.31894
5951,Whispering Pines Elementary,18929 SW 89th Rd,Cutler Bay,FL,33157,305-238-7382,,E,PK-5,25.591,-80.33577
0771,William A. Chapman Elementary,27190 SW 140th Ave,Miami-Dade,FL,33032,305-245-1055,,E,PK-5,25.51498,-80.41716
7602,William H. Turner Technical Adult Education,10151 NW 19th Ave,Miami-Dade,FL,33147,305-691-8324,,O,0,25.86809,-80.22919
7601,William H. Turner Technical Arts High School,10151 NW 19th Ave,Miami-Dade,FL,33147,305-691-8324,,S,9-12,25.86717,-80.22929
2891,William Lehman Elementary,10990 SW 113th Pl,Miami-Dade,FL,33176,305-273-2140,,E,PK-5,25.66708,-80.37984
5961,Winston Park K-8 Center,13200 SW 79th St,Miami-Dade,FL,33183,305-386-7622,,E,PK-8,25.69568,-80.40636
7056,Young Men's Preparatory Academy Senior High,3001 NW 2nd Ave,Miami,FL,33127,305-571-1111,,S,6-12,25.80524,-80.19904
7055,Young Women's Preparatory Academy,1150 SW 1st St,Miami,FL,33130,305-575-1200,,S,6-12,25.77238,-80.21396
2511,Zora Neale Hurston Elementary,13137 SW 26th St,Miami-Dade,FL,33175,305-222-8152,,E,PK-5,25.74704,-80.40725
